source_path,label,task,domain,is_unknown,split,regime,dataset,label_name,artifact_index,artifact_key,raw_source_path,raw_artifact_index,feature_model
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/3da42eda4f6ac52bc742d399.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,14,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/bf963a9b1934b0d2fb200018.npy,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,15,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/08e7ad3f1b4defa7dec63dee.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,16,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/13019857e5676fe534735987.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,17,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/dd1e66f2b39a456f857042ff.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,19,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/700c2e05b7df63869be195b3.npy,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,20,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/901876cf51ef69182312735a.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,21,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/c2f0dfc466f10025748a0594.npy,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,22,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/a1c0664c7a463955e8983bec.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,23,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/0d040c63f625a60400acab4e.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,24,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/20ebd54ad19224c5222a20ca.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,25,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/5448f2e3ff661ea5b0c5d928.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,28,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/a36fe3f077467b0cc7fd993c.npy,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,29,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/95b5d749fc211abacf21f53a.npy,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,37,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/7447cff8121e313a011bf349.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,39,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/39314ac949535f4ab919146a.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,40,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/5884b55d06cffe5b579e5a96.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,42,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/4e90ee5f0c9806fa2a831e19.npy,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,44,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/bfaf327eb0a4596864d02965.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,45,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/c4870bf83c65c8ad8382356d.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,46,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/b1b34c378295b36441797d3a.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,47,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/fe7b115ec349fb8cb7b005ad.npy,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,48,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/a84082b1e193b86b66cfc502.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,49,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/47af91a5ea39c4934c8baaf0.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,50,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/1ab2be5f6dfc2cfc46900ec9.npy,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,52,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/2b2ad3a2e8e9739d8f12bc7b.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,54,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/b534dc7ee6741d852526f1db.npy,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,55,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/04b884cb6bd3acb4245af98a.npy,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,58,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/b7db50c0810bf61a8996e25a.npy,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,59,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/d5e4400de48c8e31eee7eb03.npy,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,60,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/2291c90debbb190b3cfd794d.npy,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,61,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/6f62f8f59ec205b819e54897.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,62,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/f4f18ef82199089c39edd5f9.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,63,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/29f13f7ae2e41c531b759947.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,67,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/1b132a94ae7dba426dc81b0f.npy,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,69,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/a067c1a22eb2cd0928d719a5.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,70,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/26afa31549986b4f6b8f4feb.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,72,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/f59e5733380394ae0c91858f.npy,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,77,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/c14738c77bd9edb0ecc3e19a.npy,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,78,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/3fe69a4a2e9087aae0f06f49.npy,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,79,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/b08d107a3f17f0abcdfd031f.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,81,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/7867cb71acd6fb79027e2652.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,83,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/bc969c556c24441e99401fb5.npy,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,84,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/47a72f78343c1583c6fb8022.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,85,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/3fc618999adf3f0b45422c36.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,86,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/e4c2749f6a70ef850ee35891.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,88,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/a6955fa69dff7e3c7689e8bb.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,90,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/b3b3fc46d042e665579ff6fb.npy,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,93,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/0a36aafc41d1852629338f52.npy,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,94,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/27ede37bd0586a80e7d4b668.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,95,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/639d1458d28a52b46851ce8f.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,96,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/6b0f806345fb8874b7499e1e.npy,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,97,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/4e15a2792d986ba59ecedf75.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,98,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/ff29b7ac022bd20fff9c80eb.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,99,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/f86c0f290e1f098e711b7b1e.npy,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,101,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/ef5bdf5f0fe2fe149a6f48a9.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,102,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/29863a0f544b7c52e1f96a87.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,103,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/db77a42a9a118e45d654d4af.npy,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,104,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/f0a079b55d1ea7304fb5d254.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,105,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/991a4ff461dc52a9844bd1a4.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,107,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/c503d36e7ad899f1e1e0c5ad.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,108,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/a59c5034527ebb302d8ada66.npy,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,109,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/cd0550d5b603036c550ef8e2.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,110,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/14e11dddf3f9577017e983de.npy,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,111,apple/DFN5B-CLIP-ViT-H-14-378
/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/features/rorqual_openclip_dfn5b/ca8c4b722231a60ec63c560e.npy,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,,,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/data/cifar10/cifar-10-batches-py/data_batch_1,112,apple/DFN5B-CLIP-ViT-H-14-378
